company_id,name,founded_year,country
com_ec7eed58,Clear Blue Sky Productions,1941,UK
com_9756274c,IPC Films,1905,US
com_f19785d8,Davis Entertainment,1929,US
com_44e599a6,All Net Productions,1917,US
com_ec11907f,Wong Jing's Workshop Ltd.,1939,IT
com_703c7a3c,AI-Film,1985,US
com_20986cd9,Digital Image Associates,1923,US
com_94c2770a,Esperanto Filmoj,1950,KR
com_76888354,Fantefilm,1987,ES
com_d5d32f8d,Cottonwood Pictures,1902,US
com_91805f68,Animal Kingdom,1956,US
com_6eb4f19e,The Samuel Goldwyn Company,1940,UK
com_94cccda0,Zazen Produções,1997,UK
com_f8329342,Centropolis Film Productions,1953,JP
com_bd9db565,Endgame Entertainment,1937,UK
com_97b3d82e,Bona Fide Productions,1916,US
com_e752ea25,Meltdown Productions,1907,UK
com_a689e97c,Underdog Productions,1922,US
com_a5f1bdd1,Toei Company,1947,JP
com_59bfbf68,MTV Films,1924,US
com_26aa7b82,Woodline Productions,1971,UK
com_acf77c36,Les Films Galaxie,1952,FR
com_b085561c,Home Box Office (HBO),1919,US
com_afadea8b,Produzioni Europee Associate (,1974,IT
com_7cba9546,SBS Productions,1968,FR
com_3cafbb66,American Playhouse Theatrical ,1928,UK
com_883787da,Mandeville Films,1957,US
com_1a075513,Alliance Communications Corpor,1968,CA
com_336ff62e,Andrea Sperling Productions,2003,US
com_36c149a6,Circle Films,1963,US
com_8610ea56,Panorama Films,1980,US
com_81e24bbc,Monsterfoot Productions,1915,US
com_ba98e404,Mrs. White's Productions,1919,UK
com_2a5f77d6,Englander Productions,1956,CA
com_1119d1fa,State Street Pictures,1978,US
com_f7b240fa,Paulilu Productions,1971,US
com_2ffc64f1,X-Filme Creative Pool,1943,DE
com_bae62d3e,National Lampoon,1983,US
com_a2c559d7,Island World,1904,US
com_ac81fe66,Di Bonaventura Pictures,1909,US
com_641aacd6,Magnolia Filmproduktion,1970,TW
com_813b58ed,Stoney Lake Entertainment,1990,US
com_a68e4285,Fine Line Features,1960,US
com_478bd41c,Pine District Pictures,1941,US
com_32660327,See-Saw Films,1987,UK
com_8eba2503,Melvin Simon Productions,1948,US
com_4d4e035f,Sunbow Productions,1923,US
com_fb314f47,Cinergi Pictures Entertainment,1979,US
com_ab504b55,Beachside Films,1989,US
com_40df4592,Krasnow Productions,1937,US
com_ffbfbaf0,Mooz Films,1976,CA
com_9c0b91b6,Warner Animation Group,1946,US
com_8330961f,Herb Jaffe,1906,US
com_fccf9cff,Bad Robot,1928,US
com_2a8b37d5,Boll Kino Beteiligungs GmbH & ,1970,DE
com_29b57b86,Happy Madison Productions,1977,US
com_6c279309,Bleecker Street Films,2005,US
com_ce0031cc,Eikon Film,1926,DE
com_a76634ca,Silver Screen Partners III,1946,US
com_207087d1,Avenging Venture,1979,US
com_62b2149e,Leisure Investment Company,1918,US
com_d0855e7e,Egg Pictures,1943,US
com_fd8053b2,Enlightenment Productions,1990,UK
com_305afa6d,Milk & Media,1952,US
com_b4cba4b7,Spinal Tap Prod.,1973,US
com_4af21fd6,Chroma III Productions,1902,US
com_055fbc9a,Crystalite Productions,1979,US
com_4ea19341,The Geffen Company,1938,US
com_7edd5d2a,Rectangle Productions,1975,FR
com_88facc00,Capella International,1918,US
com_3b23b034,Saga Productions Inc.,1943,US
com_c0380440,Jack Rollins & Charles H. Joff,1958,US
com_203c0736,Sony Pictures Classics,1977,UK
com_22369fa1,Winslow Partners Ltd.,1952,UK
com_7aea1269,Automatik Entertainment,2001,US
com_ecf5040f,Vinod Chopra Productions,1985,CA
com_040b43e6,Out of the Blue... Entertainme,1916,US
com_b25f6698,Process Film,1906,CA
com_ae412534,Rogue,1905,US
com_bbcc1297,Altavista Films,1923,TW
com_e4d380d2,Cannon International,1903,US
com_8cb2e230,Rastar Pictures,1977,US
com_612328fa,Motion Picture Corporation of ,1909,US
com_cffcd7f2,United Channel Movies,1921,IT
com_c26a6dae,4 1/2 Film,1965,KR
com_d0b42275,Cineville,1966,US
com_2b1e62fb,Echo Lake Entertainment,1982,ES
com_a22c5ae2,Copperheart Entertainment,1949,CA
com_9034ec44,Spacegate Productions,1954,US
com_dddb69f4,GP Pictures,1980,US
com_76d294d0,Gran Via Productions,1926,ES
com_e65c4e0a,Scott Rudin Productions,1940,US
com_509aafe3,Goldcrest Films International,1938,UK
com_4a17b9e2,Storm Vision Entertainment,1992,TW
com_af8f776d,Ghoulardi Film Company,1916,US
com_6c4a587a,Sogepaq,1980,ES
com_726d554e,Les Films du Fleuve,1946,UK
com_270843d1,FM Entertainment International,1968,US
com_bf2d0195,Carsey-Werner Company,1977,US
com_c61ede40,Beco Films,1922,US
com_588f4829,Cristaldifilm,1908,IT
com_998e125c,Inferno Distribution,1915,DE
com_349ec9da,Company Four,1925,US
com_bc80525b,MGM Family Entertainment,1970,US
com_07ee8ebf,The Lab of Madness,1922,US
com_5cd78336,Film Poland Productions,2003,UK
com_6e7ce0d2,Centre national du cinéma et d,1985,JP
com_3605d205,Fallingcloud,1949,UK
com_b33377de,Trésor Films,1953,FR
com_e30362b1,Parkes/Lasker productions,1972,US
com_cff7a94d,FilmFour,1904,UK
com_39baed99,Golar Productions,1929,UK
com_1c50dd74,Greater Productions,1913,US
com_0d883b81,Elle Driver,2009,US
com_dc322333,Pantelion Films,1980,UK
com_3af580ea,ATO Pictures,1968,US
com_b93e65d2,Don Simpson/Jerry Bruckheimer ,1910,US
com_4d6a9613,391 Productions,1935,US
com_4fdf5db4,Young Hannibal Productions,1910,KR
com_84af023f,Depth of Field,1984,US
com_dd281e58,Tristes Tropiques,1959,US
com_ca0a8371,Nord-Ouest Films,1990,FR
com_29696c3a,Canadian International Studios,1938,CA
com_5eb67373,Black Rhino Productions,1914,US
com_515625b8,Ladybugs,1962,US
com_3d0196b6,Sweet Tea Pictures LLC,1963,US
com_8fa78003,Propaganda Films,1933,US
com_df1a2184,Brothers McMullen Productions,1986,US
com_c45c158a,Astute Films,1935,US
com_f686b87b,Space Rocket Nation,1950,US
com_26e3d191,BET Films,1996,US
com_d35d84ee,M&M Productions,1913,IT
com_ca61c6a1,American Entertainment Investo,1990,UK
com_20b7a5d5,Hibiscus Films,1934,JP
com_a80c45cf,The Zanuck Company,1974,US
com_0dc50ae0,Caledonia Pictures,1921,US
com_b60f9c96,Filmkameratene A/S,1922,TW
com_1f8605ea,Paramount Vantage,1943,US
com_450142ca,Canal+ Droits Audiovisuels,1994,US
com_e8756434,Avenue Pictures,1957,US
com_8b10be98,Chongqing Film Group,1925,UK
com_4c5c2a3c,Concorde-New Horizons,1923,US
com_c3221817,Geffen Pictures,1924,US
com_5fefe8fa,Katzka,1918,US
com_96312903,Captivity Productions,1939,US
com_5992807d,Visiona Romantica,2013,US
com_49601b79,Varahonar Company,1931,FR
com_478b756f,Astrakan Films,1967,US
com_70084516,Silver Pictures,1962,US
com_5df4ac5d,Bob Industries,1969,US
com_139fcc08,Incentive Filmed Entertainment,1920,US
com_793bf416,Carnival Film & Television,1959,UK
com_2096c71b,Cold Iron Pictures,1961,US
com_a568ceb0,A Lucky Old Sun Production,1973,US
com_76cb3d1c,Pathé Renn Productions,1911,UK
com_c9f9080e,Greenleaf Productions,1966,US
com_673f8e9e,Jensen Farley Pictures,1964,US
com_26b40bdd,Archer Street Productions,1972,UK
com_60f97a9f,Forge,1927,US
com_f653f5b0,Village Roadshow Pictures,1925,UK
com_b6d5a9b5,Twentieth Century Fox Animatio,1969,US
com_2d78621f,Double Feature Films,1974,US
com_bb7a151a,United Artists Pictures,1942,US
com_0a3d020e,Acacia Filmed Entertainment,1998,UK
com_50161ed5,Filmation Associates,1902,US
com_0b460bff,Cannon Pictures,1957,US
com_21535309,Dinamo Entertainment,1904,US
com_1f169452,Cloud Ten Pictures,1966,CA
com_fb915b2e,Cheyenne Enterprises,1980,US
com_73170be1,Bombshell Pictures,1916,US
com_00259d14,Paramount Animation,1941,UK
com_30ed025a,Corsair Pictures,1909,US
com_870650f6,Casual Friday Productions,1965,US
com_91606ad3,Embassy Pictures,1926,US
com_bb078cd4,DNA Films,1993,UK
com_13a9ef77,Typhoon,1934,DE
com_fc012dce,Babieka,1938,UK
com_eff5925f,Fox STAR Studios,2003,FR
com_5625a603,Balboa Entertainment,1994,TW
com_79288456,IFC Films,1980,US
com_03c60ab2,Silver Screen Partners IV,1945,US
com_eeeb3ec1,Lumiere Pictures,1974,US
com_2a766946,Overture Films,1905,UK
com_8c3af4ef,120dB Films,1924,US
com_a9e7c44e,Initial Entertainment Group (I,1925,US
com_d77b4818,Tartan Films,1971,US
com_a136ae7f,Backup Media,1944,FR
com_561fa170,Buckeye Films,1989,US
com_b271c168,Shangri-La Entertainment,1969,US
com_d617da6b,Australian Film Finance Corpor,1959,UK
com_07178c06,Tomboy Films,1954,UK
com_d85fe7ff,Picturehouse,1988,US
com_445d41cd,Unplanned Movie,1980,US
com_2f1cb5eb,Canal+ España,1980,ES
com_8b4d71bb,Symbolic Exchange,1995,US
com_68727d15,Grace,1946,US
com_58e03360,Beijing Diqi Yinxiang Entertai,1929,JP
com_c8ed0f6d,Rook Films,1927,UK
com_ca0c53c7,Brandenberg,1968,UK
com_880afcd2,Constellation Entertainment,1957,US
com_2630ab82,NH Studioz,1975,US
com_861d959c,Ecosse Films,1949,UK
com_8e8f8c00,The Family Stone,1975,US
com_52152653,Consejo Nacional para la Cultu,1900,TW
com_a06682d2,CFS Avala Film,1919,CA
com_fa778c21,Matten Productions,1919,DE
com_63e4bee1,Les Films 13,1931,FR
com_f791d39d,Alloy Entertainment,1995,US
com_ec4d552e,Killer Films,2005,DE
com_6f422116,Kings Road Entertainment,1926,US
com_3750a87c,Everything Is Everything,1932,US
com_1dd2aa61,Movision,1960,UK
com_3f382585,Largo Entertainment,1956,US
com_84043f20,British Film Institute (BFI),1903,UK
com_800047c9,Process Media,1966,FR
com_edcd9ca7,India Take One Productions,1936,TW
com_87a71b4f,Arenafilm,1981,TW
com_886e6c35,Awesomeness Films,1932,US
com_0a8ec527,Cinehaus,1923,US
com_42732ba7,Merchant Ivory Productions,1965,US
com_942f3b56,USA Films,1923,US
com_2da3398c,A Bigger Boat,1936,US
com_778f22ab,Moonstone Entertainment,1969,US
com_2206caca,Beijing New Picture Film,1997,US
com_9e46fd31,Alan Enterprises,1925,US
com_bb37f9a9,GH Pictures,1943,JP
com_79792571,Guber-Peters Company,1902,US
com_50c7ee74,Bazelevs Production,2003,DE
com_0e5cd83b,GoldDay,1955,US
com_442b0f64,Angeles,1976,US
com_6af178a4,Bad Cop Bad Cop Film Productio,1905,US
com_87d67def,HanWay Films,1915,US
com_63340335,De Fina-Cappa,1969,US
com_316a39c5,DeHaven/Shapiro Productions,1940,US
com_c59f228e,120 Films,1918,FR
com_a7095a7e,Gary Sherman Productions,1902,US
com_f74dc632,Fuller Films,1903,US
com_beb72d31,ZapPictures,1981,US
com_24acd88a,Rastar Films,1979,US
