actor_id,name,birth_year,death_year,primary_profession,known_for_titles
nm0176792,Tim Conway,1933,2019,"actor,writer,producer","tt0061240,tt0081376,tt0496424,tt0096560"
nm0461455,Don Knotts,1924,2006,"actor,writer,soundtrack","tt0053479,tt0057193,tt0120789,tt0075596"
nm0633682,Trisha Noble,1944,2021,"actress,soundtrack,archive_footage","tt0121766,tt0081940,tt0058836,tt0254890"
nm0288882,Bernard Fox,1927,2016,"actor,writer,soundtrack","tt0120338,tt0120616,tt0076618,tt0100477"
nm0951471,Grace Zabriskie,1941,\N,"actress,producer,soundtrack","tt0460829,tt0120591,tt0100935,tt0391198"
nm0297801,John Fujioka,1925,2018,"actor,archive_footage","tt0113855,tt0088708,tt0213149,tt0074899"
nm0743829,Stan Ross,1926,\N,"actor,archive_footage","tt0069495,tt0040208,tt0089560,tt0047197"
nm0450815,Irwin Keyes,1952,2015,"actor,writer,producer","tt0109813,tt0138524,tt0080120,tt0072519"
nm0541681,Suzy Mandel,1953,\N,"actress,producer,archive_footage","tt0082082,tt0078092,tt0075868,tt0074689"
nm0836475,Fred Stuthman,1919,1982,"actor,writer,producer","tt0079116,tt0074860,tt0074958,tt0823676"
nm0000056,Paul Newman,1925,2008,"actor,producer,director","tt0054997,tt0257044,tt0084855,tt0110684"
nm0000302,Jacqueline Bisset,1944,\N,"actress,producer,soundtrack","tt0062765,tt0071877,tt0088322,tt0421054"
nm0000034,William Holden,1918,1981,"actor,miscellaneous,soundtrack","tt0046359,tt0047437,tt0043014,tt0074958"
nm0001902,Edward Albert,1951,2006,"actor,miscellaneous,producer","tt0068326,tt0074899,tt0082431,tt0493406"
nm0000999,Red Buttons,1919,2006,"actor,writer,miscellaneous","tt0076538,tt0069113,tt0050933,tt0056059"
nm0000324,Barbara Carrera,1945,\N,"actress,soundtrack,archive_footage","tt0086006,tt0076210,tt0084112,tt0085862"
nm0181305,Valentina Cortese,1923,2019,"actress,camera_department,miscellaneous","tt0070460,tt0096764,tt0046754,tt0047821"
nm0357557,Veronica Hamel,1943,\N,"actress,producer,archive_footage","tt0081873,tt0074279,tt0081747,tt0411008"
nm0440090,Alex Karras,1935,2012,"actor,producer,soundtrack","tt0071230,tt0084865,tt0084522,tt0076993"
nm0580565,Burgess Meredith,1907,1997,"actor,writer,director","tt0082186,tt0075148,tt0079817,tt0084602"
nm1449294,Benjean,\N,\N,actress,"tt0081269,tt0092638,tt0076044,tt0147747"
nm0001725,Omar Sharif,1932,2015,"actor,writer,producer","tt0056172,tt0059113,tt0329388,tt0088286"
nm0605923,Robert Morley,1908,1992,"actor,writer,director","tt0043265,tt0078488,tt0030418,tt0033868"
nm0314492,Stuart Germain,\N,\N,actor,"tt0081269,tt0202206,tt0048860,tt0043229"
nm0837297,Alan Sues,1926,2011,"actor,writer,soundtrack","tt0057840,tt0062601,tt0052520,tt0079828"
nm0834438,John Stride,1936,2018,actor,"tt0071706,tt0075005,tt0075784,tt0159179"
nm0722413,Donnelly Rhodes,1936,2018,"actor,director,producer","tt0064115,tt0156442,tt1104001,tt0281373"
nm0001569,Chuck Norris,1940,\N,"actor,music_department,producer","tt0106168,tt1764651,tt0068935,tt0089348"
nm0137948,Karen Carlson,1945,\N,"actress,producer,director","tt0216624,tt0081259,tt0076993,tt0094484"
nm0001812,Lee Van Cleef,1925,1989,"actor,soundtrack,archive_footage","tt0082340,tt0060196,tt0059578,tt0056217"
nm0385543,Art Hindle,1948,\N,"actor,director,producer","tt0084522,tt0071222,tt0078908,tt0098784"
nm0046560,Carol Bagdasarian,1947,\N,"actress,soundtrack","tt0081259,tt0061277,tt0066415,tt0090675"
nm0945632,Tadashi Yamashita,\N,\N,"actor,stunts,miscellaneous","tt0088708,tt0089243,tt0107969,tt0081259"
nm0486905,Kim Lankford,1954,\N,"actress,soundtrack,archive_footage","tt0118376,tt0078638,tt0077895,tt0081259"
nm0542847,Larry D. Mann,1922,2014,"actor,soundtrack,archive_footage","tt0070735,tt0061811,tt0058536,tt0081259"
nm0337117,Kurt Grayson,1943,2007,actor,"tt0081259,tt0060009,tt0074041,tt0074899"
nm0636280,Richard Norton,1950,\N,"actor,stunts,producer","tt1245679,tt0103950,tt8874764,tt1392190"
nm0004833,Gary Collins,1938,2012,"actor,writer,archive_footage","tt0065377,tt0080836,tt0075503,tt0204091"
nm0001816,Robert Vaughn,1932,2016,"actor,director,archive_footage","tt0054047,tt0062765,tt0072308,tt0086393"
nm0358996,James Hampton,1936,2021,"actor,director,writer","tt0117666,tt0090142,tt0071771,tt0078966"
nm0008041,Philip Abbott,1924,1998,"actor,director,writer","tt0056541,tt0058801,tt0059796,tt0050546"
nm0132103,Joseph Campanella,1924,2018,"actor,producer,soundtrack","tt0061277,tt0072554,tt0100266,tt0056757"
nm0000900,Pamela Bellwood,1944,\N,actress,"tt0075648,tt0081856,tt0081485,tt0075359"
nm0356535,Tom Hallick,1941,\N,"actor,archive_footage","tt1321870,tt0080836,tt0069658,tt0068131"
nm0444198,Steven Keats,1945,1994,"actor,archive_footage","tt0071402,tt0070077,tt0075765,tt0084684"
nm0769974,William Schallert,1922,2016,"actor,soundtrack,archive_footage","tt0093260,tt0061811,tt0056778,tt0061787"
nm0569000,Darren McGavin,1922,2006,"actor,director,producer","tt0085334,tt0112508,tt0091828,tt0067490"
nm0001458,Cloris Leachman,1926,2021,"actress,soundtrack,archive_footage","tt0067328,tt0072431,tt0371246,tt0481499"
nm0001747,Charles Martin Smith,1953,\N,"actor,director,writer","tt1564349,tt0094226,tt0069704,tt0086005"
nm0006893,John Vernon,1932,2005,"actor,production_manager,soundtrack","tt0077975,tt0066999,tt0095444,tt0083530"
nm0122881,Stephen W. Burns,1954,1990,actor,"tt0085101,tt0078558,tt0080861,tt0081930"
nm0202497,Elyssa Davalos,1957,\N,"actress,producer,writer","tt0088559,tt0156146,tt0105986,tt0076094"
nm0304872,Joaquin Garay III,1968,\N,"actor,director,writer","tt0080861,tt27493520,tt4932244,tt1520978"
nm0466327,Harvey Korman,1927,2008,"actor,director,producer","tt0071230,tt0082517,tt0061240,tt0112896"
nm0001395,Richard Jaeckel,1926,1997,"actor,soundtrack,archive_footage","tt0088172,tt0061578,tt0083530,tt0070518"
nm0270915,Fritz Feld,1900,1993,"actor,miscellaneous,production_manager","tt0029947,tt0064418,tt0293892,tt0082517"
nm0000377,Richard Dreyfuss,1947,\N,"actor,producer,writer","tt0076095,tt0075860,tt0073195,tt0113862"
nm0001388,Amy Irving,1953,\N,"actress,producer,music_department","tt0181865,tt0074285,tt1185836,tt0094921"
nm0001665,Lee Remick,1935,1991,"actress,soundtrack,archive_footage","tt0075005,tt0052561,tt0055895,tt0057681"
nm0129955,Joseph Cali,1950,\N,"actor,miscellaneous,archive_footage","tt0076666,tt0120241,tt0085863,tt0118435"
nm0376621,Ty Henderson,1953,2018,actor,"tt0068067,tt0080556,tt0077053,tt0077088"
nm0471226,Vicki Kriegler,\N,\N,actress,"tt0080556,tt0086765,tt0077008,tt0085410"
nm0827617,Adam Stern,1955,\N,"music_department,actor","tt0313542,tt0252503,tt0219699,tt0245674"
nm0827572,Philip Sterling,1922,1998,"actor,soundtrack","tt0099387,tt0056752,tt0080556,tt0067124"
nm0835083,Gloria Stroock,1924,\N,actress,"tt0042141,tt0086508,tt0042112,tt0080601"
nm0001049,Jill Clayburgh,1944,2010,"actress,soundtrack,archive_footage","tt1478338,tt0078444,tt0439289,tt0079948"
nm0000140,Michael Douglas,1944,\N,"actor,producer,director","tt0094291,tt1291580,tt0088011,tt0093010"
nm0307500,Beverly Garland,1926,2008,"actress,soundtrack,archive_footage","tt0052549,tt0049370,tt0048682,tt0071110"
nm0384696,Steven Hill,1922,2016,"actor,archive_footage","tt0098844,tt0106918,tt0091828,tt0101453"
nm0062823,Teresa Baxter,\N,\N,actress,"tt0090103,tt0082250,tt0080936,tt0075519"
nm0178616,Joan Copeland,1922,2022,"actress,archive_footage","tt0328880,tt0119874,tt1134629,tt0176357"
nm0300235,John Gabriel,1931,2021,"actor,miscellaneous,producer","tt0072559,tt0061619,tt0051750,tt0054343"
nm0453909,Charles Kimbrough,1936,2023,"actor,soundtrack,archive_footage","tt0116583,tt0094514,tt0257778,tt0209475"
nm0733051,Roger Robinson,1940,2018,"actor,writer,soundtrack","tt0306597,tt0069599,tt0071902,tt0108757"
nm0005268,Willie Nelson,1933,\N,"music_artist,actor,composer","tt0377818,tt0120885,tt0145660,tt0092003"
nm0001007,Dyan Cannon,1937,\N,"actress,writer,producer","tt0077663,tt0064100,tt0083806,tt0070291"
nm0001620,Slim Pickens,1919,1983,"actor,writer,stunts","tt0057012,tt0071230,tt0068638,tt0078723"
nm0283269,Joey Floyd,1968,2016,"actor,archive_footage",tt0080888
nm0505570,Charles Levin,1949,2019,"actor,soundtrack","tt0091129,tt0075686,tt0079522,tt0088258"
nm0688467,Priscilla Pointer,1924,\N,"actress,archive_footage","tt0090756,tt0093629,tt0074285,tt0086491"
nm0740296,Mickey Rooney Jr.,1945,2022,"actor,soundtrack","tt0061784,tt0080888,tt0072698,tt0046593"
nm0785277,Pepe Serna,1944,\N,"actor,producer,miscellaneous","tt0086856,tt0079367,tt0086250,tt0100514"
nm0809031,Lane Smith,1936,2005,"actor,soundtrack,archive_footage","tt0104952,tt0087985,tt0104868,tt0108186"
nm0000619,Tim Roth,1961,\N,"actor,producer,director","tt0114287,tt3460252,tt0110912,tt0133152"
nm4272103,Grace Kaufman,2002,\N,"actress,soundtrack","tt2201261,tt11540726,tt5536400,tt3082920"
nm1092022,Michael Esper,1976,\N,"actor,soundtrack,archive_footage","tt8550800,tt7545524,tt5664952,tt2689966"
nm7688164,Angela Wong Carbone,1993,\N,"actress,producer,writer","tt11540726,tt12734052,tt4655480,tt28255598"
nm0989156,Josh Drennen,\N,\N,"actor,stunts","tt12747748,tt11324406,tt2560078,tt7513012"
nm0397582,Rosemary Howard,1929,\N,actress,tt0050302
nm1175113,Winsome Brown,1972,\N,"actress,writer,director","tt6878306,tt9174558,tt2191671,tt4016454"
nm9221491,Zarra Kaahn,\N,\N,actress,"tt11540726,tt7980536,tt8839930,tt0096555"
nm0955245,Jaime Zevallos,\N,\N,actor,tt0228750
nm0000843,Anne Bancroft,1931,2005,"actress,director,writer","tt0061722,tt0056241,tt0076843,tt0119223"
nm0137030,Ron Carey,1935,2007,"actor,soundtrack,archive_footage","tt0082517,tt0076141,tt0072472,tt0080724"
nm0044489,Candice Azzara,1945,\N,"actress,soundtrack,archive_footage","tt0264464,tt0080724,tt0085470,tt0388125"
nm0518323,Michael Lombard,1934,2020,"actor,soundtrack","tt0098084,tt0155267,tt0083415,tt0090555"
nm0899601,Sal Viscuso,1948,\N,"actor,archive_footage","tt6110318,tt1837576,tt0094012,tt0075584"
nm0759432,Delia Salvi,1927,2015,"actress,art_department,archive_footage","tt0080724,tt0096684,tt0091931,tt0069599"
nm0182456,Robert Costanzo,1942,\N,"actor,producer,director","tt0100802,tt0099423,tt0076666,tt0101587"
nm0717995,Estelle Reiner,1914,2008,"actress,miscellaneous,soundtrack","tt0098635,tt0085894,tt0080724,tt0092492"
nm0440126,Richard Karron,1934,2017,"actor,soundtrack","tt0082517,tt0080724,tt0079725,tt0101076"
nm0018079,Vera Alentova,1942,\N,"actress,archive_footage","tt0079579,tt0261450,tt0905579,tt10256894"
nm0060692,Aleksey Batalov,1928,2017,"actor,writer,director","tt0053746,tt0046797,tt0050634,tt0073933"
nm0613655,Irina Muravyova,1949,\N,"actress,soundtrack,archive_footage","tt0079579,tt1697949,tt0089957,tt0103856"
nm0268945,Aleksandr Fatyushin,1951,2003,actor,"tt0076727,tt0079579,tt0089721,tt0076066"
nm0752925,Raisa Ryazanova,1944,\N,actress,"tt0079579,tt0092621,tt3274484,tt0100530"
nm0810672,Boris Smorchkov,1944,2008,actor,"tt0079579,tt1245736,tt0073583,tt0081093"
nm0890588,Yuriy Vasilev,1939,1999,"actor,archive_footage","tt0079579,tt0079464,tt4859766,tt0091357"
nm0891347,Natalya Vavilova,1959,\N,actress,"tt0079579,tt0075155,tt0100693,tt0188306"
nm0845867,Oleg Tabakov,1935,2018,"actor,director,assistant_director","tt0063794,tt0079619,tt0069628,tt0059884"
nm0451355,Yevgeniya Khanayeva,1921,1987,"actress,soundtrack,archive_footage","tt0075155,tt0079579,tt0081557,tt0072232"
nm0000634,Peter Sellers,1925,1980,"actor,writer,director","tt0078841,tt0057012,tt0057413,tt0072081"
nm0000545,Helen Mirren,1945,\N,"actress,producer,director","tt0436697,tt1245526,tt0280707,tt0975645"
nm0866835,David Tomlinson,1917,2000,"actor,soundtrack,archive_footage","tt0058331,tt0066817,tt0064603,tt0057590"
nm0128377,Sid Caesar,1922,2014,"actor,producer,production_manager","tt0077631,tt0057193,tt0082517,tt0071110"
nm0931702,Simon Williams,1946,\N,"actor,soundtrack,archive_footage","tt0081888,tt0076221,tt1653665,tt0056751"
nm0291266,Steve Franken,1932,2012,"actor,soundtrack,archive_footage","tt0070909,tt0063415,tt0058659,tt0092718"
nm0424368,Stratford Johns,1925,2002,"actor,writer,archive_footage","tt0065593,tt0108207,tt0096029,tt0106124"
nm0494452,John Le Mesurier,1912,1983,"actor,soundtrack,archive_footage","tt0064505,tt0072608,tt0058371,tt0066963"
nm0789070,John Sharp,1920,1992,"actor,archive_footage","tt0069824,tt0070917,tt0072684,tt0069697"
nm0611898,Martin Mull,1943,\N,"actor,miscellaneous,writer","tt0088930,tt0116705,tt0085970,tt0094540"
nm0001839,Tuesday Weld,1943,\N,"actress,soundtrack,archive_footage","tt0087843,tt0083190,tt0106856,tt0069098"
nm0001419,Sally Kellerman,1937,2022,"actress,miscellaneous,producer","tt0066026,tt0090685,tt0110907,tt0079477"
nm0000489,Christopher Lee,1922,2015,"actor,miscellaneous,producer","tt0121765,tt0167261,tt0070917,tt0120737"
nm0534409,Bill Macy,1922,2019,"actor,soundtrack,archive_footage","tt0079367,tt0068103,tt0122933,tt0252028"
nm0094288,Peter Bonerz,1938,\N,"director,actor,miscellaneous","tt0068049,tt0094514,tt0098105,tt0125664"
nm0810691,Tom Smothers,1937,2023,"actor,producer,writer","tt0061296,tt0098369,tt1130080,tt0068637"
nm0722315,Barbara Rhoades,1946,\N,"actress,soundtrack,archive_footage","tt0076095,tt0071598,tt0192884,tt0077066"
nm0000615,John Ritter,1948,2003,"actor,producer,writer","tt0117666,tt0075596,tt0100419,tt0307987"
nm0176622,Bert Convy,1933,1991,"actor,producer,director","tt0082136,tt0080863,tt0092195,tt0069633"
nm0002994,Kevin McCarthy,1914,2010,"actor,miscellaneous,soundtrack","tt0049366,tt0098546,tt0093260,tt0077745"
nm0068772,Harry Bellaver,1905,1993,"actor,miscellaneous","tt0045793,tt0031047,tt0046076,tt0051297"
nm0199525,Anita Dangler,1922,2000,actress,"tt0101889,tt0080863,tt0103872,tt0086814"
nm0356284,Jane Hallaren,1940,\N,"actress,casting_director,casting_department","tt0082089,tt0102492,tt0085838,tt0080863"
nm0364996,Leonard Harris,1924,1982,"costume_designer,costume_department","tt0043088,tt0042581,tt0057752,tt0042956"
nm0687940,Rick Podell,1946,\N,"actor,writer,producer","tt7467926,tt0091653,tt0068067,tt0092325"
nm0723590,Allan Rich,1926,2020,"actor,director,producer","tt0109635,tt0070666,tt0110932,tt0489225"
nm0001545,Dudley Moore,1935,2002,"actor,writer,music_department","tt0082031,tt0078721,tt0076161,tt0061391"
nm0628170,Laraine Newman,1952,\N,"actress,music_department,miscellaneous","tt0106598,tt0102719,tt0116705,tt0120669"
nm0168394,James Coco,1930,1987,"actor,soundtrack,archive_footage","tt0074937,tt0068909,tt0087755,tt0088591"
nm0318527,Jack Gilford,1908,1990,"actor,writer,soundtrack","tt0088933,tt0094890,tt0065528,tt0070640"
nm0001404,Madeline Kahn,1942,1999,"actress,soundtrack,archive_footage","tt0070510,tt0072431,tt0088930,tt0071230"
nm0026561,Daniel Anderson,\N,\N,"director,writer,assistant_director","tt0108985,tt0108979,tt0178142,tt0108977"
nm0063502,Scott Beach,1931,1996,"actor,writer,miscellaneous","tt0092005,tt0107614,tt0069704,tt0086197"
nm1313870,Casey Carlson,\N,\N,actress,"tt0080461,tt0174200,tt0173983,tt0173721"
nm0612111,Debbie Muller,\N,\N,actress,"tt0066415,tt0066687,tt0174200,tt0080461"
nm0666647,Patricia Patts,1967,\N,"actress,soundtrack","tt0174200,tt0080161,tt0080461,tt0095825"
nm0001204,Marty Feldman,1934,1982,"writer,actor,script_department","tt0072431,tt0080917,tt0076297,tt0129696"
nm0489837,Louise Lasser,1939,\N,"actress,writer,archive_footage","tt0147612,tt0066808,tt0132347,tt0074021"
nm0001412,Andy Kaufman,1949,1984,"actor,writer,composer","tt0077089,tt0082507,tt0125664,tt0080917"
nm0405035,Wilfrid Hyde-White,1903,1991,"actor,soundtrack,archive_footage","tt0058385,tt0041959,tt0054022,tt0061075"
nm0201089,Severn Darden,1929,1995,"actor,writer,composer","tt0069768,tt0089886,tt0083033,tt0068408"
nm0859129,Larri Thomas,1932,2013,"actress,miscellaneous,soundtrack","tt0097257,tt0052225,tt0051301,tt0049115"
nm0123556,David Burton,1877,1963,"director,writer,actor","tt0026696,tt0023479,tt0025381,tt0032648"
nm0160842,Kaisen Chu,\N,\N,actor,tt0080917
nm0001533,Meat Loaf,1947,2022,"music_artist,actor,producer","tt0073629,tt0137523,tt0227984,tt0120185"
nm0402895,Kaki Hunter,1955,\N,actress,"tt0084522,tt0086129,tt0081433,tt0089826"
nm0138770,Art Carney,1918,2003,"actor,producer,soundtrack","tt0071598,tt0087262,tt0079219,tt0107362"
nm0765605,Gailard Sartain,1946,\N,"actor,writer,producer","tt0101921,tt0086066,tt0191397,tt0099703"
nm0004843,Don Cornelius,1936,2012,"writer,producer,actor","tt0144528,tt0161194,tt0202409,tt0096223"
nm0061014,Rhonda Bates,1948,\N,actress,"tt0081433,tt0070993,tt0069620,tt0079136"
nm0816876,Joe Spano,1946,\N,"actor,soundtrack,archive_footage","tt0112384,tt0427969,tt0488120,tt0069704"
nm0548003,Richard Marion,1949,1999,"actor,director,miscellaneous","tt0103956,tt0089360,tt0075551,tt0088527"
nm0205479,Sonny Carl Davis,\N,\N,"actor,miscellaneous,casting_department","tt0083929,tt0103074,tt1704573,tt0096734"
nm0890109,Ginger Varney,\N,\N,actress,tt0081433
nm0532298,Ali MacGraw,1939,\N,"actress,producer,soundtrack","tt0066011,tt0068638,tt0064381,tt0077369"
nm0454418,Alan King,1927,2004,"producer,actor,writer","tt0112641,tt0088889,tt0266915,tt0063227"
nm0001485,Myrna Loy,1905,1993,"actress,soundtrack,archive_footage","tt0025878,tt0036868,tt0040613,tt0027260"
nm0943978,Keenan Wynn,1916,1986,"actor,stunts,soundtrack","tt0057012,tt0042200,tt0039853,tt0062138"
nm0000693,Peter Weller,1947,\N,"actor,director,writer","tt0093870,tt0102511,tt0100502,tt0086856"
nm0874424,Sara Truslow,\N,\N,actress,"tt0080975,tt0081482"
nm0443332,Judy Kaye,1948,\N,"actress,soundtrack,archive_footage","tt12885272,tt0116583,tt0069599,tt0080975"
nm0581277,Dina Merrill,1923,2017,"actress,producer,archive_footage","tt0053622,tt0053143,tt0105151,tt0050307"
nm0536850,Joseph Maher,1933,1998,"actor,soundtrack","tt0119360,tt0110099,tt0077663,tt0111143"
nm0001285,Elliott Gould,1938,\N,"actor,producer,soundtrack","tt0066026,tt0240772,tt0496806,tt0070334"
nm0000991,Geneviève Bujold,1942,\N,"actress,writer,music_department","tt0094964,tt0077355,tt0064030,tt0079592"
nm0005401,Ricky Schroder,1970,\N,"actor,producer,director","tt0363475,tt0080671,tt0106079,tt0078950"
nm0306696,Vincent Gardenia,1920,1992,"actor,soundtrack,archive_footage","tt0093565,tt0071402,tt0091419,tt0069765"
nm0491079,Tammy Lauren,1968,\N,"actress,archive_footage","tt0120524,tt0077053,tt0101121,tt0369179"
nm0793715,Yuki Shimoda,1921,1981,"actor,soundtrack,archive_footage","tt0051383,tt0081949,tt0073961,tt0074074"
nm0752636,John P. Ryan,1936,2007,"actor,archive_footage","tt0089941,tt0106364,tt0115736,tt0086197"
nm0543371,Ruth Manning,1920,2004,"actress,miscellaneous,archive_footage","tt0098273,tt0081031,tt0083470,tt0073965"
nm0579663,Adolphe Menjou,1890,1963,"actor,producer,soundtrack","tt0050825,tt0021890,tt0029606,tt0029604"
nm0217306,Dorothy Dell,1915,1934,"actress,soundtrack,archive_footage","tt0025410,tt0025784,tt0025972,tt0376818"
nm0001948,Charles Bickford,1891,1967,"actor,soundtrack,archive_footage","tt0047522,tt0036377,tt0039224,tt0039370"
nm0000073,Shirley Temple,1928,2014,"actress,writer,miscellaneous","tt0016029,tt0030657,tt0024914,tt0031580"
nm0653892,Lynne Overman,1887,1943,"actor,soundtrack,archive_footage","tt0032080,tt0035244,tt0025774,tt0025410"
nm0569466,Frank McGlynn Sr.,1866,1951,"actor,director,writer","tt0026174,tt0025410,tt0026641,tt0028108"
nm0790596,John Sheehan,1885,1952,actor,"tt0021770,tt0028380,tt0032591,tt0036255"
nm0654136,Garry Owen,1902,1951,"actor,soundtrack","tt0036613,tt0027428,tt0024130,tt0042182"
nm0079008,Willie Best,1916,1962,"actor,soundtrack,archive_footage","tt0034850,tt0032520,tt0033717,tt0033963"
nm0924873,Huey White,1897,1938,"actor,archive_footage","tt0024008,tt0025161,tt0030967,tt0025327"
nm0648920,Michael Ontkean,1946,\N,"actor,archive_footage","tt0076723,tt0098936,tt0081758,tt0409594"
nm0788829,Ray Sharkey,1952,1993,"actor,soundtrack,archive_footage","tt0080913,tt0092484,tt0098261,tt0078490"
nm0591149,Jan Miner,1917,2004,"actress,archive_sound","tt0100140,tt0071746,tt0063663,tt0186160"
nm0107418,Tom Brennan,\N,\N,miscellaneous,tt0120632
nm0100566,Julie Bovasso,1930,1991,"actress,miscellaneous","tt0076666,tt0084855,tt0100212,tt0086361"
nm0348927,Louis Guss,1918,2008,"actor,soundtrack,archive_footage","tt0093565,tt0091203,tt0419749,tt0346222"
nm0536594,Kathleen Maguire,1925,1989,actress,"tt0078740,tt0056752,tt0057063,tt0057747"
nm0213374,Kristine DeBell,1954,\N,"actress,soundtrack,archive_footage","tt0074113,tt0084756,tt0079540,tt0077714"
nm3660262,J.C. Currais,\N,\N,"actor,writer","tt10640346,tt5164196,tt2380303,tt13585514"
nm3886586,Diego Calva,1992,\N,"actor,assistant_director,camera_department","tt10640346,tt4863784,tt14400246,tt5671170"
nm0650887,Jimmy Ortega,1957,\N,"stunts,actor,miscellaneous","tt10640346,tt0429493,tt0116830,tt0109254"
nm0273836,Marcos A. Ferraez,1966,\N,"actor,writer,director","tt1124373,tt0452046,tt1837642,tt1078588"
nm0694615,Shane Powers,1970,\N,"actor,archive_footage","tt10640346,tt0155425,tt0112519,tt0302340"
nm2100081,Phoebe Tonkin,1989,\N,"actress,director,writer","tt10399902,tt10640346,tt6816530,tt8888322"
nm1146786,Troy Metcalf,1973,\N,"actor,producer,writer","tt10640346,tt1442464,tt11315808,tt0194624"
nm5381254,Jovan Adepo,1988,\N,"actor,soundtrack","tt2671706,tt4530422,tt10640346,tt10275534"
nm0697659,Hansford Prince,\N,\N,actor,"tt0112722,tt10640346,tt0115285,tt0412142"
nm6666010,Telvin Griffin,1990,\N,actor,"tt10640346,tt8873996,tt3487356,tt6128300"
nm0002145,Trevor Howard,1913,1988,"actor,archive_footage","tt0041959,tt0037558,tt0066319,tt0083987"
nm0709142,Nick Ramus,1929,2007,"actor,archive_footage","tt0092007,tt0076993,tt0102962,tt0081760"
nm0001664,James Remar,1953,\N,"actor,soundtrack,archive_footage",tt0420896
nm0373306,Serene Hedin,\N,\N,"producer,actress","tt0093158,tt0088772,tt0081760,tt3333992"
nm0566945,Dusty McCrea,1940,1996,actress,tt0081760
nm0302637,Silvana Gallardo,1953,2012,"actress,producer,director","tt0082250,tt0076993,tt0114887,tt0106079"
nm0424157,Emerson John,\N,\N,"actor,cinematographer","tt0485098,tt0081760"
nm0828470,Jason Stevens,1969,\N,actor,"tt5511582,tt0305206,tt0081760,tt2193021"
nm2331000,Radhika Apte,1985,\N,"actress,writer,director","tt8108198,tt3678782,tt12567088,tt3043252"
nm13633813,Amrita Bagchi,\N,\N,art_department,tt18247152
nm12265866,Nivedita Bhattacharya,\N,\N,actress,tt1445563
nm8216309,Yashaswini Dayama,1994,\N,actress,"tt5946128,tt8427538,tt5743656,tt10083640"
nm4288932,Satyadeep Misra,1972,\N,actor,"tt6084582,tt21811062,tt21916016,tt1734110"
nm8738703,Arush Nand,\N,\N,actor,"tt5946128,tt8108274,tt6826438,tt5286444"
nm1340178,Ankur Vikal,\N,\N,actor,"tt1010048,tt2905838,tt11301946,tt2792284"
nm0001735,Talia Shire,1946,\N,"actress,producer,director","tt0075148,tt0068646,tt0089927,tt0100507"
nm0181288,Joe Cortese,1948,\N,"actor,producer,writer","tt6966692,tt6821044,tt0120586,tt0312329"
nm0039051,Elizabeth Ashley,1939,\N,"actress,archive_footage","tt0081759,tt0147612,tt0077355,tt0092003"
nm0575552,Kay Medford,1919,1980,"actress,soundtrack,archive_footage","tt0062994,tt0050371,tt0036407,tt0053622"
nm0326284,Michael Gorrin,1914,1987,"actor,miscellaneous","tt0072251,tt0078718,tt0028957,tt0043238"
nm0395671,Russell Horton,1941,\N,actor,"tt0075686,tt0088889,tt0098844,tt0052520"
nm0513862,Michael Lipton,1925,2012,"actor,archive_footage","tt0074958,tt0065832,tt0060660,tt0081759"
nm0678385,Rick Petrucelli,1942,1999,actor,"tt0089853,tt0075686,tt0100602,tt0081759"
nm0752823,Ron Ryan,\N,\N,actor,"tt0113845,tt0092105,tt4045930,tt0093042"
nm0318838,Linda Gillen,1949,\N,actress,"tt0094737,tt0096933,tt0069362,tt0075654"
nm0000511,Shirley MacLaine,1934,\N,"actress,writer,producer","tt0086425,tt0053604,tt0098384,tt0048750"
nm0000336,James Coburn,1928,2002,"actor,producer,director","tt0057115,tt0054047,tt0056923,tt0074695"
nm0000215,Susan Sarandon,1946,\N,"actress,producer,miscellaneous","tt0103074,tt0112818,tt0120686,tt0109446"
nm0004834,Stephen Collins,1947,\N,"actor,director,soundtrack","tt0115083,tt0079945,tt0116313,tt0450259"
nm0552832,Nan Martin,1927,2010,"actress,make_up_department,archive_footage","tt0256380,tt0093629,tt0162222,tt0092455"
nm0061277,Shelly Batt,\N,\N,actress,"tt0076666,tt0081080,tt0083232,tt0082525"
nm0067049,Bernard Behrens,1926,2012,"actor,soundtrack","tt0085894,tt0080516,tt0083943,tt0082431"
nm0089133,Anne Bloom,1947,\N,"actress,archive_footage","tt0085065,tt0080240,tt0081080,tt0098464"
nm0138790,Fred Carney,1914,2006,actor,"tt0082121,tt0081080,tt0079550,tt0083399"
nm6077951,Tom Glynn-Carney,1995,\N,actor,"tt5013056,tt7984766,tt3361792,tt11198330"
nm5994557,Gábor Czap,\N,\N,"actor,stunts","tt0816711,tt3467412,tt7984766,tt3037164"
nm0279818,Tom Fisher,\N,\N,"director,cinematographer,camera_department",tt0125031
nm0039049,Edward Ashley,1904,2000,"actor,archive_footage","tt0032943,tt0039320,tt0049096,tt0044863"
nm0253097,Steven Elder,\N,\N,"actor,writer,producer","tt11716756,tt7984766,tt5336698,tt0411008"
nm9941172,Stephen Fewell,\N,\N,"actor,writer","tt7984766,tt4555364,tt23061466,tt7321048"
nm0365317,Sean Harris,1966,\N,"actor,writer,director","tt4912910,tt1289406,tt2381249,tt2614684"
nm0443321,Ivan Kaye,1961,\N,"actor,producer,director","tt2306299,tt13932844,tt8368408,tt1436568"
nm0493058,Tom Lawrence,1937,2020,"actor,miscellaneous,archive_footage","tt0086567,tt0119396,tt0098258,tt0113972"
