role_id,name
role_5b83e3d7,Jeorge
role_9c37eb47,Amy
role_c6dfa9e8,Faith
role_61c7c20b,Mrs. Bok
role_c0d85797,Mrs. Crumpe
role_f0db77cc,Walter
role_009a233c,Dr. Barbour
role_6af6f7f8,Paul
role_d5e51a91,Gloria Link
role_70db4379,President Manfred Link
role_e7c1e547,Mrs. Constance Link
role_c211f556,Press Secretary Bunthorne
role_e167654f,Vice-President William Shockle
role_151d1e6b,Ambassador Spender
role_01b60e1b,Dr. Alexander Grade
role_00e32fcb,General G. E. Dumpston
role_9b83c689,Presidential Assistant Feeblem
role_3d61f903,President Mazai Kalundra
role_79b00763,Ah Chi
role_8a986958,Yang Han Wai
role_da01d10e,Master Chow Tung
role_15613bcb,Indy
role_e03d6245,Marion
role_a0114fd4,Belloq
role_bcf7d792,Toht
role_bbaae9cd,Sallah
role_43469e03,Brody
role_1d402657,Satipo
role_bc99c3cf,Dietrich
role_9bb302c9,Gobler
role_9d4c40f2,Barranca
role_21ae42e7,Ned Racine
role_48481736,Matty Walker
role_0a6039e9,Edmund Walker
role_fd8a3787,Peter Lowenstein
role_c818f5f2,Det. Oscar Grace
role_faf9524b,Teddy Lewis
role_014a0fb4,Mary Ann
role_0e9c0fb3,Stella
role_ac8b37df,Roz Kraft
role_76193aa9,Heather Kraft
role_a9b87bb2,Truck Driver
role_e610c0cb,David Kessler
role_da85ab99,Jack Goodman
role_5ee62c74,Dart Player
role_46457ab1,Chess Player
role_af855974,Barmaid
role_ad1cf97a,2nd Chess Player
role_cba1f825,2nd Dart Player
role_a4258e7c,First Werewolf
role_0ae109ce,Alex Price
role_27d1f58b,Snake Plissken
role_431964a8,Hauk
role_b95d9c91,Cabbie
role_b9cc6102,President
role_d08c653d,The Duke
role_bbf2effd,Girl in Chock Full O'Nuts
role_5618abe5,Harold 'Brain' Hellman
role_db2d902f,Maggie
role_96cbf2cd,Rehme
role_e81db2b5,Secretary of State
role_e44b2831,Ashley 'Ash' J. Williams
role_70e98995,Cheryl
role_7fada0ba,Scott
role_cffbf4a9,Linda
role_0475b6f8,Shelly
role_6ac58d86,Fake Shemp
role_803410ce,Fake Shemp
role_a4403ae7,Fake Shemp
role_b79239a3,Fake Shemp
role_385867d2,Fake Shemp
role_4f7f5974,Pee Wee
role_b64546f6,Billy
role_95568d19,Tommy
role_28481c0a,Mickey
role_9c982fa1,Tim Cavanaugh
role_24e269ec,Meat
role_c221b8a5,Wendy
role_b0e9e8a5,Honeywell
role_abdf5b8d,Beulah Balbricker
role_0a34ddcc,Brian Schwartz
role_30b30cde,Jack
role_8e636f73,Sally
role_286d5f70,Burke
role_7794d55a,Manny Karp
role_6ff877f0,Sam
role_33a73771,Donahue
role_047106e6,Detective Mackey
role_795099a2,Lawrence Henry
role_b9950e47,Hooker
role_2127f0da,Detective at Hospital
role_41b5d4a4,Perseus
role_8562c086,Zeus
role_ab32b6bc,Hades
role_94204c91,Calibos
role_dd034c35,Acrisius
role_2e62c00f,Io
role_59fdfed5,Andromeda
role_579eee5e,Danae
role_18a83248,Draco
role_74e68357,Apollo
role_14d94c26,King Arthur
role_d403d098,Morgana
role_6c18f462,Lancelot
role_6e886fed,Guenevere
role_cd626702,Perceval
role_3728d158,Merlin
role_0a861ee2,Mordred
role_0f3e7a96,Uther Pendragon
role_341534d4,Uryens
role_c476420c,Igrayne
role_51cf6ebb,Max
role_b0eb7eb6,The Gyro Captain
role_db33ba0d,Pappagallo
role_33f2542a,The Toadie
role_2181ccb7,Wez
role_717d9719,The Humungus
role_4c5c68ca,The Feral Kid
role_05f1e5c8,Warrior Woman
role_7b52432e,Zetta
role_d13494c6,The Captain's Girl
role_7735ae5d,Capt.-Lt. Henrich Lehmann-Will
role_09b7b116,Lt. Werner - Correspondent
role_f917049c,Chief Engineer Fritz Grade - D
role_29bd1b23,1st Lieutenant - Number One-1W
role_ed21d35e,2nd Lieutenant - 2WO
role_60492247,Kriechbaum - Chief Quartermast
role_d857abf8,Johann
role_d9df829a,Ullman
role_1c557914,Hinrich
role_0f100752,Chief Bosun
role_8be1e00d,John
role_f9737edc,Russell
role_069c1394,Sgt. Hulka
role_5f57c633,Stella
role_7ddb2483,Louise
role_59a19d2d,Ox
role_a5ad71f5,Capt. Stillman
role_04f0b3cc,Stillman's Aide
role_81f488ea,Cruiser
role_c58c9930,Col. Glass
role_daf09df9,Anna
role_9df735f3,Helen
role_7a12e8c9,Mark
role_b33366ca,Margit Gluckmeister
role_406f43f4,Heinrich
role_672f6af4,Heinrich's Mother
role_6b71ae6f,Detective
role_ccf53713,Zimmermann
role_313e729f,Bob
role_af335a3d,Man with Pink Socks
role_5de01e04,J. J. McClure
role_8df8e945,Seymour
role_6059e29e,Pamela
role_0eb5e2c6,Victor Prinzim
role_dc67983d,Jamie Blake
role_017ba6a0,Fenderbaum
role_b7b44f28,Doctor Nikolas Van Helsing
role_a865aa1b,Marcie
role_b405ac6a,Terry
role_bf8bd739,Subaru Driver #1
role_9a7e18eb,Frank
role_967d1fa3,Jessie
role_a4d7e0fc,Okla
role_69c1b9b4,Barry
role_58fc3450,Leo
role_b6cc9a64,Attaglia
role_6c5c01ec,Carl
role_83d2db4a,Nick
role_5c6d2b96,Mitch
role_2aea9839,Guido
role_6aa8eb71,David Elliot
role_bc1b5a49,Jade Butterfield
role_d7e419cc,Hugh Butterfield
role_d6314a92,Anne Butterfield
role_af2894d0,Harry Elliot
role_e1717631,Keith Butterfield
role_67dd0dfc,Mace
role_32cc1301,Jenny
role_f5460b45,Sabine
role_faf182bb,Checka
role_e5de06ca,Robin Hood
role_45b145c5,King Agamemnon
role_f16750fe,Fireman
role_102f3bf5,Dame Pansy
role_a87b2a4a,Pansy
role_690dbc78,Mrs. Ogre
role_52f13614,Napoleon
role_7eeb4c4e,Vincent
role_7533550c,Supreme Being
role_81f95aa0,Winston the Ogre
role_ed71d9a0,Jack Burroughs
role_2cb9bc5f,Kate Burroughs
role_ed74fed4,Nick Callan
role_0a61c5af,Anne Callan
role_212b0e12,Claudia Zimmer
role_866cf37a,Danny Zimmer
role_e787a1f9,Ginny Newley (Callan)
role_d0018de4,Beth Burroughs
role_719d7ce0,Lisa Callan
role_a6ea0405,Room Clerk
role_cfcb173c,Ginny
role_e2ce8eb3,Paul
role_05c51d15,Alice
role_b4df5cea,Terry
role_a6ae1a39,Ted
role_828c93dc,Jason
role_0d3d8712,Crazy Ralph
role_6a9fc724,Sandra
role_f0477b1a,Mark
role_979815a1,Jeff
role_a1c30cd1,Kim Obrist
role_5e1b1e2b,Cameron Vale
role_d78fb842,Dr. Paul Ruth
role_a19abaa0,Braedon Keller
role_07d34f4a,Darryl Revok
role_12f4eae0,Benjamin Pierce
role_8e858262,Security One
role_82d8f6a1,Trevellyan
role_485bdb3b,Arno Crostic
role_8ebb50ec,Programmer 1
role_c9df8c29,James Bond
role_b66ae532,Melina
role_24487a02,Columbo
role_660c09cc,Bibi
role_c77e0245,Kristatos
role_68eacc30,Lisl
role_87f37624,Brink
role_d89dbfbd,Locque
role_846ce299,Kriegler
role_ad57be9a,Havelock
role_8156ba50,Laurie Strode
role_514d6caa,Sam Loomis
role_5ff0bf8e,Leigh Brackett
role_63422c0b,Graham
role_682b4247,Jimmy
role_9341e641,Karen
role_6d85e3c4,Gary Hunt
role_a8167212,The Shape
role_8814b6f0,Patrolman #3
role_9df49f84,Budd
role_edece017,General Harlan Bache
role_225f09e9,Brian Moreland
role_3fb420d0,Colonel Kerby
role_3441ac6a,Alex Dwyer
role_3df6dee0,David Shawn
role_483f0284,Charlie Auden
role_dd6f96ef,Edward West
role_956d3591,Derek Mellott
role_3b006d95,Bug
role_5d2dd40a,J.C. Pierce
role_5f3dc350,John Reed
role_ff0495e8,Louise Bryant
role_719aa318,Max Eastman
role_0ea38089,Grigory Zinoviev
role_659da480,Eugene O'Neill
role_927ba3b2,Louis Fraina
role_9c949a65,Emma Goldman
role_869e1be2,Paul Trullinger
role_8037149b,Speaker - Liberal Club
role_b59c8e45,Mr. Partlow
role_e63a0b95,Ethel Thayer
role_f9f69131,Norman Thayer Jr.
role_571af56b,Chelsea Thayer Wayne
role_1bc86925,Billy Ray
role_58185a57,Bill Ray
role_21dd9c54,Charlie Martin
role_3ca237af,Sumner Todd
role_047db980,Young Boy on Jetty
role_14024489,Tod
role_8349178e,Copper
role_b59ff64d,Big Mama
role_b1e05774,Amos Slade
role_b5033cef,Vixey
role_51631308,Widow Tweed
role_fefe4eed,Chief
role_82d14c13,Porcupine
role_d3bfcc19,Badger
role_a35a7f1b,Dinky
role_7b82b881,Aubrey Montague
role_57b970ce,Lord Andrew Lindsay
role_2a9e98a5,Eric Liddell
role_4fb80598,Harold Abrahams
role_d19fc34a,Henry Stallard
role_59ed1465,Sam Mussabini
role_35358115,Master of Trinity
role_653d3e61,Master of Caius
role_e682fdf3,Lord Birkenhead
role_b761f0b3,Jennie Liddell
role_fc6c6460,Michael Colin Gallagher
role_1767dd64,Megan Carter
role_a0078d25,Elliott Rosen
role_8e1a75d0,Teresa Perrone
role_382ac770,Santos Malderone
role_86fff1b8,Bob Waddell
role_5130290b,McAdam
role_80b624cd,Davidek
role_cdf5cc22,District Attorney Quinn
role_a069074c,James J. Wells
role_8d410191,Tarzan
role_47c9e4c2,Harry Holt
role_95a8395b,James Parker
role_79120ad1,Jane Parker
role_2476d425,Mrs. Cutten
role_09471755,Beamish
role_862263fd,Riano
role_fe4c92d2,Evil Dwarf
role_b1097891,Evil Dwarf
role_834bdd38,Evil Dwarf
role_a8ab79f3,The Players: U.S.A. - Capt. Ro
role_c468dbce,The Players: England - Capt. J
role_218bfee5,The Players: Brazil - Cpl. Lui
role_0fc0a895,The Players: England - Terry B
role_81cecee5,The Players: Argentina - Carlo
role_55a2b0a9,The Players: Belgium - Michel 
role_7d4fbe20,The Players: Poland - Paul Wol
role_39034377,The Players: Norway - Gunnar H
role_344081c5,The Players: England - Sid Har
role_8fa5d593,The Players: Holland - Pieter 
role_01e9d9fd,Arthur Bach
role_1c8365ae,Linda Marolla
role_ecd628a4,Hobson
role_99f1a385,Martha Bach
role_c135d107,Susan Johnson
role_95a96064,Burt Johnson
role_6d2b28b6,Bitterman
role_619d242b,Ralph Marolla
role_fd8defec,Stanford Bach
role_9ebb0095,Gloria
role_f8b3d6e8,Andre Gregory
role_4fe2a5f4,Wallace Shawn
role_2c7854ea,Waiter
role_af899c8f,Bartender
role_4abfac85,Patron
role_5a1b88ac,Atouk
role_86cbdb6f,Lar
role_6decc024,Tala
role_185d5d46,Gog
role_24d22342,Ta
role_6ebd69db,Ruck
role_d40e4128,Flok
role_f75070ab,Nook
role_3c62f1d6,Kalta
role_88cff1bb,Bork
role_ab76e391,Sheriff Dan Gillis
role_df2cb424,Janet Gillis
role_f4992351,William G. Dobbs
role_722bff55,Ron
role_c3b745f1,Linda
role_b55a33aa,Girl on the Beach
role_1e84b16b,Nurse Lisa
role_017e10ea,Harry
role_a2ff0845,Ernie
role_c11b9f74,Herman
role_81455d45,Moses
role_0a407de7,Comicus
role_04e56788,Torquemada
role_b22f1a3e,Jacques
role_20b17cff,King Louis XVI
role_3ac9e9a2,Emperor Nero
role_d911a5c3,Empress Nympho
role_6f89f837,Count de Monet
role_5044f564,Madame Defarge
role_3680d70f,Swiftus
role_bf0e39e1,Karen White
role_d493b7b0,Dr. George Waggner
role_20111083,Chris Howard
role_af52e92b,R. William 'Bill' Neill
role_7375284b,Terry Fisher
role_262464b4,Fred Francis
role_399aaacb,Erle Kenton
role_9dc72c38,Sam Newfield
role_2164692a,Marsha Quist
role_e239ab25,Eddie Quist
role_ed79c5cb,Galen
role_5226ebe7,Valerian
role_4188bc18,Ulrich
role_4a747d67,Tyrian
role_f4d37d58,Casiodorus Rex
role_ed3ffffa,Greil
role_00a0f1f7,Hodge
role_90baf029,Princess Elspeth
role_9102cd08,Valerian's Father
role_ced1a579,Horsrik
role_cdbdd77f,Richard Bone
role_8e17a6fd,Alex Cutter
role_44a2e423,"Maureen Cutter, 'Mo'"
role_00d5156c,Valerie Duran
role_d3cf466d,J.J. Cord
role_cd3aa455,George Swanson
role_b85ce975,Woman in the Hotel
role_8b52c44e,Mrs. Cord
role_c2fdc76b,Susie Swanson
role_dc7e4021,Toyota Woman
role_0ab11935,Naoh
role_ebd7a22b,Amoukar
role_0b96c25e,Gaw
role_160f9cc9,Ika
role_a9b495f5,Rouka - The Ulam Tribe
role_3a3824bf,Nam - The Ulam Tribe
role_4f9443a9,Aghoo - The Ulam Tribe
role_47bafd80,Lakar - The Ulam Tribe
role_b4a479b1,Faum - The Ulam Tribe
role_17979262,Modoc - The Ulam Tribe
role_9617945a,Damien
role_d86d157b,De Carlo
role_3f04857e,Dean
role_413f89c3,Kate Reynolds
role_4a2f4fd5,Peter
role_d1c9959f,President
role_9c7fbf8c,American Ambassador
role_d970fa9a,Barbara
role_9131dd95,Brother Benito
role_f942ed90,Brother Martin
role_b6eda2d6,Joan Crawford
role_006ddc94,Christina Crawford - Adult
role_2f3739e6,Greg Savitt
role_0ed9fa23,L.B. Mayer
role_5798d5e6,Christina Crawford - Child
role_2807015d,Carol Ann
role_21c86f02,Al Steele
role_9037212e,Ted Gelber
role_d335e1ba,Barbara Bennett
role_1939ceed,Mrs. Chadwick
role_0251a348,Mallow
role_88a0b0db,Lester
role_1964f054,Philly
role_c9c9c75f,Sherman
role_7cea065e,Jack Travis
role_20886b98,Joyce
role_9a08f880,Miss Phipps
role_35a75f06,Fillmore
role_04076060,Waiter
role_2f627d9c,Green
role_6de5438b,Frank Chambers
role_d9492f75,Cora Papadakis
role_4b1cd8de,Nick Papadakis
role_4b8e8c75,Mr. Katz
role_59490baa,Kennedy
role_4f117f81,Madge
role_af2e5942,Sackett
role_349e49b3,Barlow
role_f3e4e344,Motorcycle Cop
role_2cd9458d,Mortenson
role_d9f0d99a,New York Police Commissioner R
role_67bbc7c9,Younger Brother
role_dd9954ea,Booker T. Washington
role_0e1e3165,Evelyn Nesbit
role_6da38044,Willie Conklin
role_8954090c,Delmas
role_bc427bba,Evelyn's Dance Instructor
role_f2698dd5,Father
role_d36470c6,Tateh
role_995a67ee,Coalhouse Walker Jr.
role_dcf00b6e,Martha Schmidt
role_b05d30e7,Lana Marcus
role_2a652d6d,Vicky Anderson
role_bb48f0e8,John Schmidt
role_a2e10c51,Melissa
role_3144546f,Jim Schmidt
role_f8d38eb1,Faith Stohler
role_7178b342,Louisa Stohler
role_f1bd9554,Isaiah Schmidt
role_11033e81,William Gluntz
role_03f6c40a,Ziggy
role_ebf40bc9,Grandpa
role_d3bf9bd0,Pippa
role_933c9dcc,Inspector Galleria
role_5dd1c966,Paul Grazzini
role_2aeda6e3,Tom Jones
role_9aaa82ad,Madame Robiac
role_4c0001c8,Victor Grazzini
role_4ec51f22,Local Police Sgt
role_489c2075,Local Policeman
role_8463d4d1,Archy Hamilton
role_f1c2ebe3,Jack
role_69bc74b2,Les McCann
role_828e0470,Zac
role_0fdb77bb,Stockman
role_1c31e071,Wallace Hamilton
role_dbf95f93,Rose Hamilton
role_cc216c83,Frank Dunne
role_2796fdfb,Billy
role_13cd4f11,Barney
role_f5ddd701,Marshal William T. O'Niel
role_714f1ddf,Sheppard
role_bfda1a5f,Dr. Marian Lazarus
role_02386fa6,Sergeant Montone
role_2d505a43,Carol G. O'Niel
role_34060b29,Ballard
role_fc09e878,Sagan
role_9acc1633,Tarlow
role_fd927f0d,Paul O'Niel
role_b2cb027b,Lowell
role_3fc67f76,Spencer
role_143df52d,Hardin
role_899046fc,Reece
role_265002cb,Simms
role_d9b8412f,Cribbs
role_f053a767,Stuckey
role_d8ee000a,Casper
role_38cd0bbf,Poole
role_b2073c2e,Bowden
role_e4a5ac73,Trapper
role_16568e20,Sally Miles
role_279bba2d,Tim Culley
role_05a29c07,Mavis
role_ee054cf0,Dick Benson
role_4c3ba095,Herb Maskowitz
role_14922621,Gary Murdock
role_8b8151fd,Felix Farmer
role_e71a9286,Dr. Irving Finegarten
role_0e6933c9,Willard
role_878296bd,Polly Reed
role_3f5425b6,Gillian Laroux
role_61a2e136,Alex Grant
role_11857d72,Jessica Johnson
role_c1cc4d40,Jessica 2.0
role_fcba3231,Dr. Kuresh
role_481ec9bc,Jessica 2.0
role_c39d8093,Mickey Locross
role_18bb4b9d,Soldier 2.0
role_e21a0946,Mary Laroux
role_d2e6dc88,Jim Marcell
role_1ed269d8,Ricky Hawthorne
role_75f164aa,John Jaffrey
role_cbe9a9a9,Edward Wanderley
role_c7a195ed,Sears James
role_46f7f76d,Don
role_7d74de3d,David
role_4b8ff226,Stella
role_a04e0c31,Alma
role_1e22f53a,Eva
role_eb383745,Milly
role_eac6ecf1,T.J.
role_0957f2db,Sarah
role_949eee04,Axel
role_4f465f0f,Hollis
role_bad04adc,Howard
role_0c6acf70,Patty
role_ee10d385,Sylvia
role_3e7dab5c,John
role_9c6f2954,Mike
role_611d99be,Harriet
role_860dcf3c,Amy Harper
role_9320eff3,Joey Harper
role_01737a28,Mrs. Harper
role_ba776447,Mr. Harper
role_d22526d4,Buzz Dawson
role_f3f7b49f,Liz Duncan
role_91d2acb9,Richie Atterbury
role_129a4a5b,Geek
role_23693e8a,Bag Lady
role_b6c670c6,Truck Driver
role_b6cfd716,Hank
role_9f4da046,Frannie
role_025f2041,Ray
role_10e2e5f1,Leila
role_b7eec1be,Maggie
role_47489d9d,Moe
role_1af65817,Restaurant Owner
role_d8fd7af4,Airline Ticket Agent
role_cbc3e7d8,Couple in Elevator
role_25d0e881,Couple in Elevator
role_2c366227,Sarah and Anna
role_74c912f3,Charles and Mike
role_b5cadddd,Sam
role_02b90666,Mary
role_40a72d3d,Mrs. Tranter
role_6d88aaf7,Ernestina
role_bbad9f17,Cook
role_e424d54d,Mr. Freeman
role_fdbc6911,Vicar
role_74612fd7,Mrs. Fairley
role_084acce6,Kermit the Frog
role_c9f2a86e,Rowlf
role_de1fc502,Dr. Teeth
role_f4836a31,Swedish Chef
role_7362ec23,Waldorf
role_6a983add,The Muppet Newsman
role_fed71694,Zeke
role_21af81b8,Man having Snapshot in Restaur
role_0576395c,Miss Piggy
role_33d6e205,Fozzie Bear
role_e011833b,Des Spellacy
role_9927a4f5,Det. Sgt. Tom Spellacy
role_14bf4d90,Jack Amsterdam
role_8a4c916b,Det. Frank Crotty
role_0170fa6d,Dan T. Campion
role_6364704a,Cardinal Danaher
role_7c2d2dd4,Msgr. Seamus Fargo
role_1feee49f,Brenda Samuels
role_1943bb4f,Howard Terkel
role_088341e3,Mrs. Fazenda
role_ccaa6562,Dr. Larry Roberts
role_3d1a5a9d,John Reston
role_192b30a0,Cindy Fairmont
role_2a233a18,Jennifer Long
role_0d5317b2,Lieutenant Masters
role_56a31283,Moustache Man
role_05fff9e2,Dr. Jim Belfield
role_1930470b,Tina Cassidy
role_7a605013,Lisa Convey
role_3db3bdc7,Senator Robert Harrison
role_d349d8ef,Deke DaSilva
role_ac3d7e44,Matthew Fox
role_5924b6a7,Irene
role_65d5455b,Shakka
role_d105d476,Peter Hartman
role_ac63a8df,Wulfgar
role_d511711d,Pam
role_498f69cf,Lt. Munafo
role_c25c7212,Commissioner
role_dcebfa3c,Sergeant
role_150b0e62,Chong
role_751b3f33,Cheech
role_57ecd5c0,"Mrs. Del Whacko, Owner Casa De"
role_ae84535f,Girl Nut
role_4cd715ae,Male Nurse #2
role_6fec6fd2,Nut #7
role_ea749af1,Nut #8
role_a51803e0,Male Nurse #1
role_6d4e930b,Dishwater
role_fc3e0d7f,Blondie Group #5
role_305c6fbd,Sharky
role_8695d0f4,Victor
role_5f11f4da,Papa
role_24808427,Friscoe
role_ebc1cfbc,Hotchkins
role_e235940b,Arch
role_4ea8008e,Billy Score
role_735f9a59,Nosh
role_3b8e2a25,Smiley
role_b0d9c0dc,Dominoe
role_61d75084,Mac Radner
role_8971c50b,Kelly Radner
role_34574f9b,Stella
role_6e4a7140,Stella
role_51682dc9,Bill Wazowkowski
role_3ed6ad7e,Jimmy
role_ed1c74c6,Paula
role_ad11fa61,Teddy Sanders
role_d0f5a69f,Pete
role_187a9065,Brooke
role_063a4f69,Debbie Vickers
role_3c5d388d,Sue Knight
role_efaf6650,Garry
role_989dead9,Danny
role_cdf5cf1f,Tracy
role_6d573d6a,Cheryl
role_769a9dce,Bruce
role_296792c2,Strach
role_2d86c825,Vicki
role_eedf4c2d,Kim
role_b6f52571,Faber
role_829ff8c6,Lieutenant
role_33f3ebe8,Billy Parkin
role_c7bf9895,Lucy Rose
role_0ca593bd,David Rose
role_52a3677d,Lucy's Father
role_bf841f47,Lucy's Mother
role_8c6bea0b,David's Mother
role_ba140fae,Constable
role_fad8649f,Peterson
role_96ceb2ef,Dewey Wilson
role_af09c131,Rebecca Neff
role_a4eacf96,Eddie Holt
role_e71b056c,Whittington
role_8d177ae1,Ferguson
role_b8da7477,Warren
role_a4b58116,Old Indian
role_aba13005,Ross
role_19e57799,Mayor
role_52fc6003,Commissioner
role_28d1cb5f,Toby
role_4ba5dff9,Hardy
role_1fda0450,The Breather
role_4741eb20,Mr. Dumpkin
role_1a25a747,Principal Peters
role_9b082a88,Miss Mumsley
role_12a68abe,Dr. Sigmund
role_3724fb94,Ms. Van Dyke
role_e6cd9eca,Nurse Krud
role_5fee4334,Scott
role_5b5ae752,Detective Daniel Ciello
role_f2d63acc,Detective Gus Levy
role_5fc22990,Detective Joe Marinaro
role_515ea742,Detective Bill Mayo
role_3cfeeba9,Dom Bando
role_9ac6db24,Detective Gino Mascone
role_8e35fb41,Detective Raf Alvarez
role_13580545,Assistant U.S. Atty. Rick Capp
role_f45084aa,Assistant U.S. Atty. Brooks Pa
role_efd03ebb,Santimassino
role_a0e15c6d,Zhang
role_46f5cef9,Master Jin
role_9ed9fb8e,Hua's Servant - Ying
role_67f704dd,Hua's Lover - Zhao
role_8fa4d8e5,Tailor
role_020645d0,Tailor
role_50600d97,Tailor
role_b3dbeee4,Tailor
role_026c5e60,Tailor
role_2808c4d9,Tailor
role_84695bc2,Ernie Souchak
role_40676e6a,Nell Porter
role_d9974edc,Howard McDermott
role_aa6fde5d,Sylvia
role_8cfc2a35,Max Bernbaum
role_96a9b6c9,Yablonowitz
role_f5e5c129,Deke Lewis
role_ddf748e8,Fiddle
role_12123861,Train Conductor
role_9120fadc,Hellinger
role_e97e8279,Jules
role_f48316c3,Simon Weinstadt
role_7f578619,Serge Gorodish
role_ba856a87,L' Antillais
role_62306d40,Nadia Kalanski
role_114de2bc,Commissaire Jean Saporta
role_79986b0e,Zatopek
role_635767a7,Alba
role_9e84f9ff,Krantz
role_1139bc09,Le curé
role_923fca49,Eddie Brock
role_afbc9df9,Venom
role_3228a905,Anne Weying
role_6a469c6a,Carlton Drake
role_89a3166c,Riot
role_100a5472,Security Chief Roland Treece
role_84cc90d0,Dr. Dan Lewis
role_2df67071,Dr. Dora Skirth
role_fdf7254d,Homeless Woman Maria
role_7c4ce3b3,Cletus Kasady
role_e95f1bce,Murphy
role_cbbe8d2f,Connolly
role_9cb18113,Corelli
role_d54a89f3,Morgan
role_7ff48a21,Isabella
role_63dde451,Charlotte
role_991d0eaf,Theresa
role_90ebfcde,Jumper
role_c83862a0,Detective
role_16170db3,Hernando
role_de961fe6,Jane Harris
role_5d8eb07c,Tracy Harris
role_f8629ad7,Stanley Herbert
role_30f62b1c,David
role_b1c9c04b,Debbie
role_2238e557,Annette
role_15494dae,Jeff
role_d45a9577,Roger England
role_956ffe77,Mona
role_7348c47c,Dr. Bob
role_4c399964,Don Diego Vega
role_f177af6a,Bunny Wigglesworth
role_af175a10,Charlotte Taylor Wilson
role_341972ac,Florinda
role_5f33caa9,Esteban
role_25efbb9d,Paco
role_af2fb097,Velasquez
role_d619507c,Consuelo
role_10ff4fd8,Garcia
role_280773c3,Dolores
role_a1837f0e,Bruce Thorpe
role_e94946d2,Annie Clark
role_13909702,The Duchess
role_c32192c0,The Duke
role_bd6f19d4,The Assassin
role_b7854636,Otto Kriegling
role_0fe6f593,Nakomuri
role_30da3de5,Rollo Sweet
role_38cf2bac,Tiny
role_6fba37b4,Henry Hudson
role_9bdf1584,Walter Whitney
role_33843efa,Vivian Whitney
role_0996ea82,Nelson Longhurst
role_ee642217,Victor Bard
role_60a9a75e,Roger Porter
role_910dc59c,Bob Garvey
role_2dc0dc3a,Tubby Wederholt
role_2f6d1631,Mary Ann
role_86ab75a2,Dr. Bristol
role_8cc0ab1f,Wardlow
role_91cefeb1,Pat Kramer
role_c30b21c5,Judith Beasley
role_316ef470,Edith Ann
role_e98a32df,Ernestine
role_f5e6795a,Vance Kramer
role_21c21f50,Dan Beame
role_70c3e42c,Dr. Eugene Nortz
role_5a5d74af,Dr. Ruth Ruth
role_1a401977,Rob
role_1d33e5e6,Concepcion
role_dcce86b7,Amanda Child
role_c8baa90c,Travis Child
role_2405562c,Conrad
role_e5789452,Melody
role_6cbf78a5,Seth Ames
role_9e3280ba,Andy
role_b98c1559,Wimbish
role_70a9465f,Boogie Woogie
role_913da0a2,Luther
role_74bd47a2,L.C.
role_3aa42ad8,Jean Horton
role_246f02ec,Reggie Paget
role_6934ec88,Wilf Bond
role_8f8200fa,Cissy Robson
role_57b82942,Cedric Livingstone
role_3a1c6fd9,Dr. Lucy Cogan
role_6d9ba081,Bobby Swanson
role_81d255df,Anne Langley
role_8a8d1216,George
role_755af0c4,Harry
role_a9ed5ebf,Coach George Michaels
role_2e762ac9,Anne Ramstead
role_5ee67bce,Kevin
role_9d9efd2f,Blondie
role_efc2c7bb,Guglione
role_3f49dffe,Roberts
role_0cc40a93,Halliday
role_b8ea04fe,Elaine Ramstead
role_8ce7e398,MacGregor
role_0f30f229,Ronald Corliss
role_ddcc5004,Max Fielder
role_b299e124,Darcy
role_7e18bc34,Mark Winslow
role_e6723508,Lorraine
role_eb6bea5d,Dorita
role_76425936,Brian Stills
role_a8aa3fe0,Barry
role_853992df,Mobile Supervisor
role_6503c2a8,Pete
role_7ebd28af,Controller #1
role_88d8d097,Arthur Parker
role_62753c39,Eileen
role_7f52a530,Joan Parker
role_1dd34c0e,The Accordion Man
role_dd35ab4f,Mr. Warner
role_057b605d,The Detective
role_973be20e,The Banker
role_e0492ebc,Al
role_bddfd96d,Ed
role_044bfe5f,The Blind Girl
role_43dd382b,Tony
role_78f82241,Pete
role_15e1aaff,Frankie
role_dc8df8f5,Louie
role_e1788e3e,Bella
role_9efb4ee5,Zalmie
role_a05fcb15,Eva Tanguay
role_a5e57610,Crisco
role_a1157142,Benny
role_a8df5a13,Hannele
role_7b48a694,The Lone Ranger
role_357df227,Tonto
role_c591f92f,Butch Cavendish
role_6d091d06,Jim
role_2cb64bb8,Doc Drummond
role_1ec5c0e8,Jerry
role_b4ed66c0,Reid
role_01fab96b,Ranger Bill
role_45adbd27,2nd Crooked Deputy
role_49bcf669,Ranger Captain
role_e457125d,Erica Baron
role_cc5ebec1,Akmed Khazzan
role_35046c53,Yvon Mageot
role_bb2f4cb7,Abdu-Hamdi
role_a4331ba3,Khalifa
role_3bbe886b,Muhammed
role_d9562e4d,Stephanos Markoulis
role_98d5b189,Gamal
role_a7461f7b,Tewfik
role_b4c27f28,Selim
role_e627f11f,Teddy
role_4d6b10dc,Carrie
role_61d89fe7,Mackenzie
role_d0ec5c0e,Jaylen
role_bfd598bb,Stewart
role_a9d41730,Lisa
role_5b2cc6d5,Luis
role_b05dc89d,Theresa
role_90b73c77,Gerald
role_05a55b5b,Mila
role_8290c8a4,Sean Kane
role_671eba90,Morgan Canfield
role_ee5d49e7,Capt. Stevens
role_77588fdf,Tom McCoy
role_7b3aeb24,James Chan
role_bdea9682,Heather Sullivan
role_49969244,Linda Chan
role_8768b86c,The Professor
role_29837682,Nicky LaBelle
