genre_id,movie_id
gen_205b8c9a,tt0485947
gen_c967a0db,tt0117665
gen_004bf6c9,tt0089530
gen_c967a0db,tt0186151
gen_e6b99f24,tt0178737
gen_c967a0db,tt6000478
gen_dc1d2a4d,tt0086993
gen_9100c731,tt0091954
gen_e6b99f24,tt31314745
gen_c967a0db,tt0091860
gen_e6b99f24,tt0120780
gen_205b8c9a,tt0116629
gen_004bf6c9,tt0109890
gen_004bf6c9,tt6738136
gen_004bf6c9,tt0106856
gen_e6b99f24,tt0387575
gen_c967a0db,tt1202216
gen_205b8c9a,tt0081283
gen_004bf6c9,tt0137363
gen_e6b99f24,tt0097116
gen_c967a0db,tt10151054
gen_004bf6c9,tt0098360
gen_205b8c9a,tt5774450
gen_004bf6c9,tt0087078
gen_d6b6b668,tt0031455
gen_e6b99f24,tt0087428
gen_e6b99f24,tt0144201
gen_205b8c9a,tt0107630
gen_004bf6c9,tt0092644
gen_e6b99f24,tt0419843
gen_e6b99f24,tt0093186
gen_dc1d2a4d,tt0265298
gen_004bf6c9,tt2334879
gen_c967a0db,tt0120152
gen_004bf6c9,tt0121765
gen_e6b99f24,tt0101272
gen_205b8c9a,tt0118055
gen_9100c731,tt0115632
gen_e6b99f24,tt0100395
gen_205b8c9a,tt2626350
gen_e6b99f24,tt0264761
gen_205b8c9a,tt1078588
gen_004bf6c9,tt2239822
gen_e6b99f24,tt0081060
gen_9100c731,tt0108330
gen_e6b99f24,tt8310924
gen_205b8c9a,tt0096003
gen_6dd1b5dd,tt1935897
gen_e6b99f24,tt0106673
gen_205b8c9a,tt0126916
gen_dc1d2a4d,tt7504726
gen_004bf6c9,tt0323013
gen_dc1d2a4d,tt0085750
gen_e6b99f24,tt0098678
gen_c967a0db,tt0800240
gen_004bf6c9,tt0089222
gen_e6b99f24,tt0313737
gen_205b8c9a,tt4154916
gen_004bf6c9,tt0095583
gen_dc1d2a4d,tt0117768
gen_e6b99f24,tt0106701
gen_004bf6c9,tt0120757
gen_e6b99f24,tt1655442
gen_205b8c9a,tt32212611
gen_004bf6c9,tt2513074
gen_205b8c9a,tt0114663
gen_205b8c9a,tt0150216
gen_9100c731,tt2446980
gen_9100c731,tt5687334
gen_dc1d2a4d,tt0086197
gen_e6b99f24,tt0116778
gen_004bf6c9,tt0790736
gen_004bf6c9,tt3640424
gen_004bf6c9,tt1129442
gen_6dd1b5dd,tt0926129
gen_e6b99f24,tt1046163
gen_d6b6b668,tt0436339
gen_e6b99f24,tt0128445
gen_205b8c9a,tt0102555
gen_dc1d2a4d,tt1178665
gen_e6b99f24,tt0099819
gen_004bf6c9,tt0938283
gen_004bf6c9,tt0120735
gen_205b8c9a,tt0107148
gen_e6b99f24,tt0457419
gen_d6b6b668,tt0275277
gen_e6b99f24,tt5649108
gen_004bf6c9,tt1855325
gen_37afd7e3,tt0107999
gen_9100c731,tt0109382
gen_e6b99f24,tt1540133
gen_d6b6b668,tt1615918
gen_c967a0db,tt0478134
gen_c967a0db,tt0112442
gen_e6b99f24,tt0113677
gen_004bf6c9,tt0091209
gen_6dd1b5dd,tt0134619
gen_004bf6c9,tt0116040
gen_004bf6c9,tt0120461
gen_9100c731,tt0402399
gen_004bf6c9,tt0113845
gen_dc1d2a4d,tt1613750
gen_e6b99f24,tt0087004
gen_dc1d2a4d,tt2278388
gen_004bf6c9,tt0313911
gen_d6b6b668,tt0317705
gen_e6b99f24,tt0150176
gen_004bf6c9,tt0309377
gen_004bf6c9,tt3829266
gen_205b8c9a,tt0254455
gen_205b8c9a,tt0117333
gen_205b8c9a,tt3281548
gen_205b8c9a,tt0108504
gen_004bf6c9,tt1390411
gen_e6b99f24,tt0084522
gen_205b8c9a,tt0080716
gen_41ce88c9,tt0421239
gen_004bf6c9,tt0457400
gen_dc1d2a4d,tt0136244
gen_004bf6c9,tt0111323
gen_004bf6c9,tt0363547
gen_205b8c9a,tt0120576
gen_6dd1b5dd,tt0195714
gen_c967a0db,tt8108198
gen_e6b99f24,tt0212815
gen_004bf6c9,tt0118900
gen_e6b99f24,tt0253798
gen_9100c731,tt1571222
gen_f8e19bfc,tt0095925
gen_205b8c9a,tt2238050
gen_205b8c9a,tt0105356
gen_e6b99f24,tt2358925
gen_d6b6b668,tt0396555
gen_e6b99f24,tt0102898
gen_004bf6c9,tt1877832
gen_e6b99f24,tt0105481
gen_e6b99f24,tt0118665
gen_e6b99f24,tt0101821
gen_e6b99f24,tt0087042
gen_004bf6c9,tt0120667
gen_9100c731,tt0080492
gen_e6b99f24,tt0181151
gen_e6b99f24,tt0106792
gen_205b8c9a,tt33298502
gen_c967a0db,tt5112578
gen_e6b99f24,tt1920849
gen_004bf6c9,tt0499448
gen_e6b99f24,tt0096101
gen_004bf6c9,tt0298814
gen_e6b99f24,tt1055292
gen_e6b99f24,tt0102303
gen_004bf6c9,tt0181689
gen_c967a0db,tt0221218
gen_e6b99f24,tt0093664
gen_dc1d2a4d,tt0104839
gen_205b8c9a,tt0095238
gen_004bf6c9,tt0102070
gen_205b8c9a,tt0099595
gen_205b8c9a,tt1294226
gen_e6b99f24,tt0338094
gen_004bf6c9,tt1663662
gen_9100c731,tt0426883
gen_e6b99f24,tt0122515
gen_6dd1b5dd,tt0454841
gen_e6b99f24,tt35668372
gen_9100c731,tt0106339
gen_004bf6c9,tt0091003
gen_e6b99f24,tt0089126
gen_004bf6c9,tt21154192
gen_6dd1b5dd,tt1452628
gen_004bf6c9,tt0113277
gen_e6b99f24,tt0171580
gen_004bf6c9,tt0082869
gen_dc1d2a4d,tt0371724
gen_205b8c9a,tt0083947
gen_e6b99f24,tt0472160
gen_004bf6c9,tt0098503
gen_9100c731,tt0086945
gen_e6b99f24,tt0421994
gen_e6b99f24,tt0113986
gen_205b8c9a,tt0103976
gen_205b8c9a,tt0300015
gen_9100c731,tt31998881
gen_004bf6c9,tt0108517
gen_205b8c9a,tt1152398
gen_205b8c9a,tt0119859
gen_205b8c9a,tt4126434
gen_e6b99f24,tt0098554
gen_205b8c9a,tt0097262
gen_e6b99f24,tt0097216
gen_004bf6c9,tt0091326
gen_205b8c9a,tt5109784
gen_004bf6c9,tt0099460
gen_004bf6c9,tt1517260
gen_e6b99f24,tt0093231
gen_004bf6c9,tt2051879
gen_9100c731,tt4136084
gen_9100c731,tt0109771
gen_004bf6c9,tt0100232
gen_c967a0db,tt0297284
gen_e6b99f24,tt0100557
gen_d6b6b668,tt0299172
gen_9100c731,tt5431890
gen_004bf6c9,tt0083960
gen_205b8c9a,tt0283530
gen_004bf6c9,tt1618442
gen_d6b6b668,tt0243585
gen_e6b99f24,tt8637428
gen_e6b99f24,tt0035423
gen_e6b99f24,tt0099018
gen_e6b99f24,tt0111797
gen_205b8c9a,tt0365737
gen_e6b99f24,tt0375063
gen_004bf6c9,tt2446042
gen_9100c731,tt0112573
gen_205b8c9a,tt0170691
gen_004bf6c9,tt0092240
gen_205b8c9a,tt0099582
gen_c967a0db,tt0068245
gen_004bf6c9,tt0328107
gen_9100c731,tt0091712
gen_205b8c9a,tt2083383
gen_205b8c9a,tt14055386
gen_e6b99f24,tt0185014
gen_9100c731,tt6212478
gen_205b8c9a,tt2345112
gen_205b8c9a,tt0096171
gen_6dd1b5dd,tt0087050
gen_e6b99f24,tt0315327
gen_004bf6c9,tt0109254
gen_004bf6c9,tt0110632
gen_004bf6c9,tt1160368
gen_004bf6c9,tt0096895
gen_004bf6c9,tt0085823
gen_e6b99f24,tt3960412
gen_9100c731,tt0119937
gen_081fc8e8,tt0088172
gen_dc1d2a4d,tt0092042
gen_6dd1b5dd,tt3395184
gen_e6b99f24,tt0089633
gen_205b8c9a,tt0099520
gen_e6b99f24,tt0120772
gen_dc1d2a4d,tt0100594
gen_004bf6c9,tt2072230
gen_e6b99f24,tt0906108
gen_e6b99f24,tt0313792
gen_e6b99f24,tt1859650
gen_d6b6b668,tt2380307
gen_9100c731,tt6133130
gen_004bf6c9,tt0347473
gen_c967a0db,tt2872718
gen_e6b99f24,tt0093175
gen_004bf6c9,tt0211443
gen_004bf6c9,tt1291584
gen_205b8c9a,tt0366627
gen_e6b99f24,tt3844362
gen_004bf6c9,tt0188640
gen_d6b6b668,tt2267968
gen_e6b99f24,tt0430922
gen_c967a0db,tt1924396
gen_9100c731,tt1230168
gen_004bf6c9,tt0277296
gen_004bf6c9,tt0246544
gen_6dd1b5dd,tt1220198
gen_e6b99f24,tt0090713
gen_e6b99f24,tt0091223
gen_c967a0db,tt0099703
gen_dc1d2a4d,tt0100928
gen_e6b99f24,tt0118789
gen_dc1d2a4d,tt1470827
gen_e6b99f24,tt0102719
gen_e6b99f24,tt0110366
gen_e6b99f24,tt0104868
gen_f8e19bfc,tt0282209
gen_e6b99f24,tt0140379
gen_004bf6c9,tt0102526
gen_205b8c9a,tt0106833
gen_004bf6c9,tt0117500
gen_205b8c9a,tt0935075
gen_e6b99f24,tt0205271
gen_205b8c9a,tt6356220
gen_205b8c9a,tt1549572
gen_c967a0db,tt0106489
gen_004bf6c9,tt0107659
gen_9100c731,tt0285728
gen_e6b99f24,tt0095159
gen_e6b99f24,tt0118843
gen_e6b99f24,tt0118002
gen_004bf6c9,tt0120616
gen_dc1d2a4d,tt1307068
gen_9100c731,tt0101516
gen_004bf6c9,tt0346491
gen_c967a0db,tt0107798
gen_e6b99f24,tt0110044
gen_9100c731,tt0120094
gen_205b8c9a,tt0114388
gen_205b8c9a,tt1659337
gen_004bf6c9,tt10218674
gen_e6b99f24,tt11870690
gen_dc1d2a4d,tt0110157
gen_e6b99f24,tt5859238
gen_e6b99f24,tt37080020
gen_205b8c9a,tt0323120
gen_205b8c9a,tt4799066
gen_004bf6c9,tt7126948
gen_205b8c9a,tt5952138
gen_e6b99f24,tt0250310
gen_e6b99f24,tt0327643
gen_004bf6c9,tt0111255
gen_9100c731,tt2404181
gen_c967a0db,tt0112641
gen_004bf6c9,tt1211956
gen_d6b6b668,tt1411704
gen_c967a0db,tt0115736
gen_e6b99f24,tt0095302
gen_004bf6c9,tt0848228
gen_004bf6c9,tt0085409
gen_e6b99f24,tt0089304
gen_004bf6c9,tt0093137
gen_dc1d2a4d,tt3569230
gen_c967a0db,tt1817273
gen_004bf6c9,tt6836936
gen_004bf6c9,tt1190536
gen_004bf6c9,tt1114740
gen_004bf6c9,tt8246392
gen_6dd1b5dd,tt0090021
gen_dc1d2a4d,tt0094890
gen_d6b6b668,tt2709768
gen_e6b99f24,tt1229340
gen_9100c731,tt0401997
gen_dc1d2a4d,tt0435625
gen_e6b99f24,tt1142800
gen_205b8c9a,tt0491203
gen_e6b99f24,tt26730336
gen_e6b99f24,tt3011894
gen_9100c731,tt0419749
gen_205b8c9a,tt31548844
gen_e6b99f24,tt0118750
gen_004bf6c9,tt1587310
gen_dc1d2a4d,tt0120478
gen_205b8c9a,tt0087921
gen_e6b99f24,tt0167427
gen_004bf6c9,tt0180052
gen_205b8c9a,tt0181536
gen_6dd1b5dd,tt1457767
gen_205b8c9a,tt0125022
gen_205b8c9a,tt1748179
gen_081fc8e8,tt0182295
gen_205b8c9a,tt0204700
gen_6dd1b5dd,tt0097474
gen_6dd1b5dd,tt2109184
gen_205b8c9a,tt2318092
gen_d6b6b668,tt0120623
gen_205b8c9a,tt32383425
gen_205b8c9a,tt0089927
gen_e6b99f24,tt0119896
gen_d6b6b668,tt2771200
gen_004bf6c9,tt4196776
gen_c967a0db,tt0100211
gen_dc1d2a4d,tt0120598
gen_e6b99f24,tt0100142
gen_e6b99f24,tt0212338
gen_205b8c9a,tt0087399
gen_e6b99f24,tt0088930
gen_e6b99f24,tt0116168
gen_205b8c9a,tt0113862
gen_e6b99f24,tt0335245
gen_e6b99f24,tt0274812
gen_e6b99f24,tt0117979
gen_004bf6c9,tt2937898
gen_004bf6c9,tt0087344
gen_e6b99f24,tt0094169
gen_9100c731,tt0108065
gen_dc1d2a4d,tt0760329
gen_004bf6c9,tt0373283
gen_205b8c9a,tt0368226
gen_004bf6c9,tt1013743
gen_004bf6c9,tt3731562
gen_004bf6c9,tt0090735
gen_c967a0db,tt0102048
gen_205b8c9a,tt0120866
gen_e6b99f24,tt0155753
gen_205b8c9a,tt0083006
gen_205b8c9a,tt15165236
gen_205b8c9a,tt0105480
gen_e6b99f24,tt0480687
gen_205b8c9a,tt0092890
gen_e6b99f24,tt0795368
gen_e6b99f24,tt0120142
gen_004bf6c9,tt1097011
gen_e6b99f24,tt0118826
gen_205b8c9a,tt0094964
gen_d6b6b668,tt0338348
gen_c967a0db,tt0118771
gen_dc1d2a4d,tt0103074
gen_9100c731,tt5580036
gen_004bf6c9,tt0117731
gen_e6b99f24,tt1185416
gen_e6b99f24,tt0102958
gen_e6b99f24,tt0405422
gen_004bf6c9,tt4354756
gen_004bf6c9,tt0430105
gen_e6b99f24,tt0090685
gen_205b8c9a,tt0478304
gen_205b8c9a,tt2370248
gen_004bf6c9,tt31183803
gen_e6b99f24,tt2870708
gen_004bf6c9,tt31986052
gen_9100c731,tt3361792
gen_004bf6c9,tt0831387
gen_9100c731,tt3774114
gen_c967a0db,tt0364045
gen_6dd1b5dd,tt0096246
gen_205b8c9a,tt0104257
gen_e6b99f24,tt0388125
gen_e6b99f24,tt0762114
gen_e6b99f24,tt0160862
gen_e6b99f24,tt0161100
gen_e6b99f24,tt0102609
gen_d6b6b668,tt0090315
gen_e6b99f24,tt0120238
gen_e6b99f24,tt0119054
gen_d6b6b668,tt7961060
gen_e6b99f24,tt0492619
gen_e6b99f24,tt0107247
gen_e6b99f24,tt0154443
gen_47dcbd83,tt0082269
gen_9100c731,tt0316465
gen_e6b99f24,tt0120169
gen_6dd1b5dd,tt5140878
gen_205b8c9a,tt0093277
gen_004bf6c9,tt0092534
gen_e6b99f24,tt0091113
gen_004bf6c9,tt0458525
gen_e6b99f24,tt1692486
gen_e6b99f24,tt0291341
gen_e6b99f24,tt0081485
gen_205b8c9a,tt1124035
gen_205b8c9a,tt0114323
gen_dc1d2a4d,tt1014775
gen_205b8c9a,tt0375679
gen_c967a0db,tt0414951
gen_c967a0db,tt0100150
gen_004bf6c9,tt0093507
gen_e6b99f24,tt0272338
gen_004bf6c9,tt1608290
gen_e6b99f24,tt0444653
gen_e6b99f24,tt1462769
gen_004bf6c9,tt0096087
gen_6c61d272,tt0091472
gen_6dd1b5dd,tt0094320
gen_9100c731,tt0086220
gen_205b8c9a,tt0348853
gen_205b8c9a,tt1441326
gen_004bf6c9,tt5052474
gen_e6b99f24,tt0091430
gen_dc1d2a4d,tt0368578
gen_e6b99f24,tt0403455
gen_004bf6c9,tt2911666
gen_dc1d2a4d,tt2281587
gen_004bf6c9,tt1781922
gen_205b8c9a,tt2872518
gen_e6b99f24,tt4799050
gen_e6b99f24,tt0301357
gen_e6b99f24,tt1389137
gen_004bf6c9,tt0115783
gen_004bf6c9,tt2250912
gen_d6b6b668,tt3513498
gen_e6b99f24,tt0295289
gen_dc1d2a4d,tt0089670
gen_205b8c9a,tt0106661
gen_004bf6c9,tt4779682
gen_e6b99f24,tt9214832
gen_c967a0db,tt0040250
gen_004bf6c9,tt2467046
gen_004bf6c9,tt1972591
gen_9100c731,tt0110588
gen_e6b99f24,tt7040874
gen_004bf6c9,tt0325710
gen_e6b99f24,tt2347569
gen_dc1d2a4d,tt0366780
gen_9100c731,tt5360996
gen_e6b99f24,tt0089826
gen_004bf6c9,tt1375666
gen_d6b6b668,tt2948356
gen_205b8c9a,tt0111161
gen_dc1d2a4d,tt0816692
gen_004bf6c9,tt0117060
gen_004bf6c9,tt0120755
gen_004bf6c9,tt0317919
